series_id,name,units,type,month
A3534804R,"Chain Volume Measures ;  Services debits, Government goods and services n.i.e.",$ Millions,Original,3
A3534637T,"Implicit Price Deflators ;  Services debits, Business travel",Index Numbers,Original,3
A3534638V,"Implicit Price Deflators ;  Services debits, Personal travel",Index Numbers,Original,3
A3534639W,"Implicit Price Deflators ;  Services debits, Education-related personal travel",Index Numbers,Original,3
A3534640F,"Implicit Price Deflators ;  Services debits, Other personal travel",Index Numbers,Original,3
A3534643L,"Implicit Price Deflators ;  Services debits, Insurance and pension services",Index Numbers,Original,3
A3534644R,"Implicit Price Deflators ;  Services debits, Financial services",Index Numbers,Original,3
A3534666C,"Implicit Price Deflators ;  Services debits, Government goods and services n.i.e.",Index Numbers,Original,3
A3348591K,Turnover ;  Total (State) ;  Food retailing,$ Millions,Original,1
A3348600A,Turnover ;  Total (State) ;  Household goods retailing,$ Millions,Original,1
A3348609W,"Turnover ;  Total (State) ;  Clothing, footwear and personal accessory retailing",$ Millions,Original,1
A3348618X,Turnover ;  Total (State) ;  Department stores,$ Millions,Original,1
A3348627A,Turnover ;  Total (State) ;  Other retailing,$ Millions,Original,1
A3348636C,"Turnover ;  Total (State) ;  Cafes, restaurants and takeaway food services",$ Millions,Original,1
A3348582J,Turnover ;  Total (State) ;  Total (Industry),$ Millions,Original,1
A3348594T,Turnover ;  Total (State) ;  Food retailing,$ Millions,Seasonally Adjusted,1
A3348603J,Turnover ;  Total (State) ;  Household goods retailing,$ Millions,Seasonally Adjusted,1
A3348612K,"Turnover ;  Total (State) ;  Clothing, footwear and personal accessory retailing",$ Millions,Seasonally Adjusted,1
A3348621L,Turnover ;  Total (State) ;  Department stores,$ Millions,Seasonally Adjusted,1
A3348630R,Turnover ;  Total (State) ;  Other retailing,$ Millions,Seasonally Adjusted,1
A3348639K,"Turnover ;  Total (State) ;  Cafes, restaurants and takeaway food services",$ Millions,Seasonally Adjusted,1
A3348585R,Turnover ;  Total (State) ;  Total (Industry),$ Millions,Seasonally Adjusted,1
A3348597X,Turnover ;  Total (State) ;  Food retailing,$ Millions,Trend,1
A3348606R,Turnover ;  Total (State) ;  Household goods retailing,$ Millions,Trend,1
A3348615T,"Turnover ;  Total (State) ;  Clothing, footwear and personal accessory retailing",$ Millions,Trend,1
A3348624V,Turnover ;  Total (State) ;  Department stores,$ Millions,Trend,1
A3348633W,Turnover ;  Total (State) ;  Other retailing,$ Millions,Trend,1
A3348642X,"Turnover ;  Total (State) ;  Cafes, restaurants and takeaway food services",$ Millions,Trend,1
A3348588W,Turnover ;  Total (State) ;  Total (Industry),$ Millions,Trend,1
A3348592L,% change from preceding month ;  Total (State) ;  Food retailing,Percent,Original,1
A3348601C,% change from preceding month ;  Total (State) ;  Household goods retailing,Percent,Original,1
A3348610F,"% change from preceding month ;  Total (State) ;  Clothing, footwear and personal accessory retailing",Percent,Original,1
A3348619A,% change from preceding month ;  Total (State) ;  Department stores,Percent,Original,1
A3348628C,% change from preceding month ;  Total (State) ;  Other retailing,Percent,Original,1
A3348637F,"% change from preceding month ;  Total (State) ;  Cafes, restaurants and takeaway food services",Percent,Original,1
A3348583K,% change from preceding month ;  Total (State) ;  Total (Industry),Percent,Original,1
A3348595V,% change from preceding month ;  Total (State) ;  Food retailing,Percent,Seasonally Adjusted,1
A3348604K,% change from preceding month ;  Total (State) ;  Household goods retailing,Percent,Seasonally Adjusted,1
A3348613L,"% change from preceding month ;  Total (State) ;  Clothing, footwear and personal accessory retailing",Percent,Seasonally Adjusted,1
A3348622R,% change from preceding month ;  Total (State) ;  Department stores,Percent,Seasonally Adjusted,1
A3348631T,% change from preceding month ;  Total (State) ;  Other retailing,Percent,Seasonally Adjusted,1
A3348640V,"% change from preceding month ;  Total (State) ;  Cafes, restaurants and takeaway food services",Percent,Seasonally Adjusted,1
A3348586T,% change from preceding month ;  Total (State) ;  Total (Industry),Percent,Seasonally Adjusted,1
A3348598A,% change from preceding month ;  Total (State) ;  Food retailing,Percent,Trend,1
A3348607T,% change from preceding month ;  Total (State) ;  Household goods retailing,Percent,Trend,1
A3348616V,"% change from preceding month ;  Total (State) ;  Clothing, footwear and personal accessory retailing",Percent,Trend,1
A3348625W,% change from preceding month ;  Total (State) ;  Department stores,Percent,Trend,1
A3348634X,% change from preceding month ;  Total (State) ;  Other retailing,Percent,Trend,1
A3348643A,"% change from preceding month ;  Total (State) ;  Cafes, restaurants and takeaway food services",Percent,Trend,1
A3348589X,% change from preceding month ;  Total (State) ;  Total (Industry),Percent,Trend,1
A3348645F,Turnover ;  New South Wales ;  Total (Industry),$ Millions,Original,1
A3348708C,Turnover ;  Victoria ;  Total (Industry),$ Millions,Original,1
A3348771V,Turnover ;  Queensland ;  Total (Industry),$ Millions,Original,1
A3348834T,Turnover ;  South Australia ;  Total (Industry),$ Millions,Original,1
A3348897A,Turnover ;  Western Australia ;  Total (Industry),$ Millions,Original,1
A3348960F,Turnover ;  Tasmania ;  Total (Industry),$ Millions,Original,1
A3349023F,Turnover ;  Northern Territory ;  Total (Industry),$ Millions,Original,1
A3349086R,Turnover ;  Australian Capital Territory ;  Total (Industry),$ Millions,Original,1
A3348648L,Turnover ;  New South Wales ;  Total (Industry),$ Millions,Seasonally Adjusted,1
A3348711T,Turnover ;  Victoria ;  Total (Industry),$ Millions,Seasonally Adjusted,1
A3348774A,Turnover ;  Queensland ;  Total (Industry),$ Millions,Seasonally Adjusted,1
A3348837X,Turnover ;  South Australia ;  Total (Industry),$ Millions,Seasonally Adjusted,1
A3348900C,Turnover ;  Western Australia ;  Total (Industry),$ Millions,Seasonally Adjusted,1
A3348963L,Turnover ;  Tasmania ;  Total (Industry),$ Millions,Seasonally Adjusted,1
A3349026L,Turnover ;  Northern Territory ;  Total (Industry),$ Millions,Seasonally Adjusted,1
A3349089W,Turnover ;  Australian Capital Territory ;  Total (Industry),$ Millions,Seasonally Adjusted,1
A3348651A,Turnover ;  New South Wales ;  Total (Industry),$ Millions,Trend,1
A3348714X,Turnover ;  Victoria ;  Total (Industry),$ Millions,Trend,1
A3348777J,Turnover ;  Queensland ;  Total (Industry),$ Millions,Trend,1
A3348840L,Turnover ;  South Australia ;  Total (Industry),$ Millions,Trend,1
A3348903K,Turnover ;  Western Australia ;  Total (Industry),$ Millions,Trend,1
A3348966V,Turnover ;  Tasmania ;  Total (Industry),$ Millions,Trend,1
A3349029V,Turnover ;  Northern Territory ;  Total (Industry),$ Millions,Trend,1
A3349092K,Turnover ;  Australian Capital Territory ;  Total (Industry),$ Millions,Trend,1
A3348646J,% change from preceding month ;  New South Wales ;  Total (Industry),Percent,Original,1
A3348709F,% change from preceding month ;  Victoria ;  Total (Industry),Percent,Original,1
A3348772W,% change from preceding month ;  Queensland ;  Total (Industry),Percent,Original,1
A3348835V,% change from preceding month ;  South Australia ;  Total (Industry),Percent,Original,1
A3348898C,% change from preceding month ;  Western Australia ;  Total (Industry),Percent,Original,1
A3348961J,% change from preceding month ;  Tasmania ;  Total (Industry),Percent,Original,1
A3349024J,% change from preceding month ;  Northern Territory ;  Total (Industry),Percent,Original,1
A3349087T,% change from preceding month ;  Australian Capital Territory ;  Total (Industry),Percent,Original,1
A3348649R,% change from preceding month ;  New South Wales ;  Total (Industry),Percent,Seasonally Adjusted,1
A3348712V,% change from preceding month ;  Victoria ;  Total (Industry),Percent,Seasonally Adjusted,1
A3348775C,% change from preceding month ;  Queensland ;  Total (Industry),Percent,Seasonally Adjusted,1
A3348838A,% change from preceding month ;  South Australia ;  Total (Industry),Percent,Seasonally Adjusted,1
A3348901F,% change from preceding month ;  Western Australia ;  Total (Industry),Percent,Seasonally Adjusted,1
A3348964R,% change from preceding month ;  Tasmania ;  Total (Industry),Percent,Seasonally Adjusted,1
A3349027R,% change from preceding month ;  Northern Territory ;  Total (Industry),Percent,Seasonally Adjusted,1
A3349090F,% change from preceding month ;  Australian Capital Territory ;  Total (Industry),Percent,Seasonally Adjusted,1
A3348652C,% change from preceding month ;  New South Wales ;  Total (Industry),Percent,Trend,1
A3348715A,% change from preceding month ;  Victoria ;  Total (Industry),Percent,Trend,1
A3348778K,% change from preceding month ;  Queensland ;  Total (Industry),Percent,Trend,1
A3348841R,% change from preceding month ;  South Australia ;  Total (Industry),Percent,Trend,1
A3348904L,% change from preceding month ;  Western Australia ;  Total (Industry),Percent,Trend,1
A3348967W,% change from preceding month ;  Tasmania ;  Total (Industry),Percent,Trend,1
A3349030C,% change from preceding month ;  Northern Territory ;  Total (Industry),Percent,Trend,1
A3349093L,% change from preceding month ;  Australian Capital Territory ;  Total (Industry),Percent,Trend,1
A3350268A,Current prices - Percentage change from preceding quarter ;  Total (State) ;  Food retailing,Percent,Seasonally Adjusted,3
A3350312X,Current prices - Percentage change from preceding quarter ;  Total (State) ;  Household goods retailing,Percent,Seasonally Adjusted,3
A3350270L,"Current prices - Percentage change from preceding quarter ;  Total (State) ;  Clothing, footwear and personal accessory retailing",Percent,Seasonally Adjusted,3
A3350214V,Current prices - Percentage change from preceding quarter ;  Total (State) ;  Department stores,Percent,Seasonally Adjusted,3
A3350236J,Current prices - Percentage change from preceding quarter ;  Total (State) ;  Other retailing,Percent,Seasonally Adjusted,3
A3350314C,"Current prices - Percentage change from preceding quarter ;  Total (State) ;  Cafes, restaurants and takeaway food services",Percent,Seasonally Adjusted,3
A3350234C,Current prices - Percentage change from preceding quarter ;  Total (State) ;  Total (Industry),Percent,Seasonally Adjusted,3
A3350539T,Chain Volume Measure - Percentage change from preceding quarter ;  Total (State) ;  Food retailing,Percent,Seasonally Adjusted,3
A3350540A,Chain Volume Measure - Percentage change from preceding quarter ;  Total (State) ;  Household goods retailing,Percent,Seasonally Adjusted,3
A3350541C,"Chain Volume Measure - Percentage change from preceding quarter ;  Total (State) ;  Clothing, footwear and personal accessory retailing",Percent,Seasonally Adjusted,3
A3350542F,Chain Volume Measure - Percentage change from preceding quarter ;  Total (State) ;  Department stores,Percent,Seasonally Adjusted,3
A3350543J,Chain Volume Measure - Percentage change from preceding quarter ;  Total (State) ;  Other retailing,Percent,Seasonally Adjusted,3
A3350544K,"Chain Volume Measure - Percentage change from preceding quarter ;  Total (State) ;  Cafes, restaurants and takeaway food services",Percent,Seasonally Adjusted,3
A3350538R,Chain Volume Measure - Percentage change from preceding quarter ;  Total (State) ;  Total (Industry),Percent,Seasonally Adjusted,3
A3350481L,Implicit Price Deflators - Percentage change from preceding quarter ;  Total (State) ;  Food retailing,Percent,Seasonally Adjusted,3
A3350483T,Implicit Price Deflators - Percentage change from preceding quarter ;  Total (State) ;  Household goods retailing,Percent,Seasonally Adjusted,3
A3350485W,"Implicit Price Deflators - Percentage change from preceding quarter ;  Total (State) ;  Clothing, footwear and personal accessory retailing",Percent,Seasonally Adjusted,3
A3350487A,Implicit Price Deflators - Percentage change from preceding quarter ;  Total (State) ;  Department stores,Percent,Seasonally Adjusted,3
A3350489F,Implicit Price Deflators - Percentage change from preceding quarter ;  Total (State) ;  Other retailing,Percent,Seasonally Adjusted,3
A3350491T,"Implicit Price Deflators - Percentage change from preceding quarter ;  Total (State) ;  Cafes, restaurants and takeaway food services",Percent,Seasonally Adjusted,3
A3350479A,Implicit Price Deflators - Percentage change from preceding quarter ;  Total (State) ;  Total (Industry),Percent,Seasonally Adjusted,3
A3350248T,Current prices - Percentage change from preceding quarter ;  New South Wales ;  Total (Industry),Percent,Seasonally Adjusted,3
A3350294F,Current prices - Percentage change from preceding quarter ;  Victoria ;  Total (Industry),Percent,Seasonally Adjusted,3
A3350296K,Current prices - Percentage change from preceding quarter ;  Queensland ;  Total (Industry),Percent,Seasonally Adjusted,3
A3350278F,Current prices - Percentage change from preceding quarter ;  South Australia ;  Total (Industry),Percent,Seasonally Adjusted,3
A3350238L,Current prices - Percentage change from preceding quarter ;  Western Australia ;  Total (Industry),Percent,Seasonally Adjusted,3
A3350228J,Current prices - Percentage change from preceding quarter ;  Tasmania ;  Total (Industry),Percent,Seasonally Adjusted,3
A3350262L,Current prices - Percentage change from preceding quarter ;  Northern Territory ;  Total (Industry),Percent,Seasonally Adjusted,3
A3350266W,Current prices - Percentage change from preceding quarter ;  Australian Capital Territory ;  Total (Industry),Percent,Seasonally Adjusted,3
A3350545L,Chain Volume Measure - Percentage change from preceding quarter ;  New South Wales ;  Total (Industry),Percent,Seasonally Adjusted,3
A3350546R,Chain Volume Measure - Percentage change from preceding quarter ;  Victoria ;  Total (Industry),Percent,Seasonally Adjusted,3
A3350547T,Chain Volume Measure - Percentage change from preceding quarter ;  Queensland ;  Total (Industry),Percent,Seasonally Adjusted,3
A3350548V,Chain Volume Measure - Percentage change from preceding quarter ;  South Australia ;  Total (Industry),Percent,Seasonally Adjusted,3
A3350549W,Chain Volume Measure - Percentage change from preceding quarter ;  Western Australia ;  Total (Industry),Percent,Seasonally Adjusted,3
A3350550F,Chain Volume Measure - Percentage change from preceding quarter ;  Tasmania ;  Total (Industry),Percent,Seasonally Adjusted,3
A3350551J,Chain Volume Measure - Percentage change from preceding quarter ;  Northern Territory ;  Total (Industry),Percent,Seasonally Adjusted,3
A3350552K,Chain Volume Measure - Percentage change from preceding quarter ;  Australian Capital Territory ;  Total (Industry),Percent,Seasonally Adjusted,3
A3350493W,Implicit Price Deflators - Percentage change from preceding quarter ;  New South Wales ;  Total (Industry),Percent,Seasonally Adjusted,3
A3350495A,Implicit Price Deflators - Percentage change from preceding quarter ;  Victoria ;  Total (Industry),Percent,Seasonally Adjusted,3
A3350497F,Implicit Price Deflators - Percentage change from preceding quarter ;  Queensland ;  Total (Industry),Percent,Seasonally Adjusted,3
A3350499K,Implicit Price Deflators - Percentage change from preceding quarter ;  South Australia ;  Total (Industry),Percent,Seasonally Adjusted,3
A3350501K,Implicit Price Deflators - Percentage change from preceding quarter ;  Western Australia ;  Total (Industry),Percent,Seasonally Adjusted,3
A3350503R,Implicit Price Deflators - Percentage change from preceding quarter ;  Tasmania ;  Total (Industry),Percent,Seasonally Adjusted,3
A3350505V,Implicit Price Deflators - Percentage change from preceding quarter ;  Northern Territory ;  Total (Industry),Percent,Seasonally Adjusted,3
A3350507X,Implicit Price Deflators - Percentage change from preceding quarter ;  Australian Capital Territory ;  Total (Industry),Percent,Seasonally Adjusted,3
A3349241C,Turnover - Chain Volume Measure ;  Total (State) ;  Food retailing,$ Millions,Original,3
A3349243J,Turnover - Chain Volume Measure ;  Total (State) ;  Household goods retailing,$ Millions,Original,3
A3349245L,"Turnover - Chain Volume Measure ;  Total (State) ;  Clothing, footwear and personal accessory retailing",$ Millions,Original,3
A3349247T,Turnover - Chain Volume Measure ;  Total (State) ;  Department stores,$ Millions,Original,3
A3349249W,Turnover - Chain Volume Measure ;  Total (State) ;  Other retailing,$ Millions,Original,3
A3349251J,"Turnover - Chain Volume Measure ;  Total (State) ;  Cafes, restaurants and takeaway food services",$ Millions,Original,3
A3349239T,Turnover - Chain Volume Measure ;  Total (State) ;  Total (Industry),$ Millions,Original,3
A3349271T,Turnover - Chain Volume Measure ;  Total (State) ;  Food retailing,$ Millions,Seasonally Adjusted,3
A3349273W,Turnover - Chain Volume Measure ;  Total (State) ;  Household goods retailing,$ Millions,Seasonally Adjusted,3
A3349275A,"Turnover - Chain Volume Measure ;  Total (State) ;  Clothing, footwear and personal accessory retailing",$ Millions,Seasonally Adjusted,3
A3349277F,Turnover - Chain Volume Measure ;  Total (State) ;  Department stores,$ Millions,Seasonally Adjusted,3
A3349279K,Turnover - Chain Volume Measure ;  Total (State) ;  Other retailing,$ Millions,Seasonally Adjusted,3
A3349281W,"Turnover - Chain Volume Measure ;  Total (State) ;  Cafes, restaurants and takeaway food services",$ Millions,Seasonally Adjusted,3
A3349269F,Turnover - Chain Volume Measure ;  Total (State) ;  Total (Industry),$ Millions,Seasonally Adjusted,3
A3349301V,Turnover - Chain Volume Measure ;  Total (State) ;  Food retailing,$ Millions,Trend,3
A3349303X,Turnover - Chain Volume Measure ;  Total (State) ;  Household goods retailing,$ Millions,Trend,3
A3349305C,"Turnover - Chain Volume Measure ;  Total (State) ;  Clothing, footwear and personal accessory retailing",$ Millions,Trend,3
A3349307J,Turnover - Chain Volume Measure ;  Total (State) ;  Department stores,$ Millions,Trend,3
A3349309L,Turnover - Chain Volume Measure ;  Total (State) ;  Other retailing,$ Millions,Trend,3
A3349311X,"Turnover - Chain Volume Measure ;  Total (State) ;  Cafes, restaurants and takeaway food services",$ Millions,Trend,3
A3349299V,Turnover - Chain Volume Measure ;  Total (State) ;  Total (Industry),$ Millions,Trend,3
A3349242F,Percentage change from preceding quarter ;  Total (State) ;  Food retailing,Percent,Original,3
A3349244K,Percentage change from preceding quarter ;  Total (State) ;  Household goods retailing,Percent,Original,3
A3349246R,"Percentage change from preceding quarter ;  Total (State) ;  Clothing, footwear and personal accessory retailing",Percent,Original,3
A3349248V,Percentage change from preceding quarter ;  Total (State) ;  Department stores,Percent,Original,3
A3349250F,Percentage change from preceding quarter ;  Total (State) ;  Other retailing,Percent,Original,3
A3349252K,"Percentage change from preceding quarter ;  Total (State) ;  Cafes, restaurants and takeaway food services",Percent,Original,3
A3349240A,Percentage change from preceding quarter ;  Total (State) ;  Total (Industry),Percent,Original,3
A3349272V,Percentage change from preceding quarter ;  Total (State) ;  Food retailing,Percent,Seasonally Adjusted,3
A3349274X,Percentage change from preceding quarter ;  Total (State) ;  Household goods retailing,Percent,Seasonally Adjusted,3
A3349276C,"Percentage change from preceding quarter ;  Total (State) ;  Clothing, footwear and personal accessory retailing",Percent,Seasonally Adjusted,3
A3349278J,Percentage change from preceding quarter ;  Total (State) ;  Department stores,Percent,Seasonally Adjusted,3
A3349280V,Percentage change from preceding quarter ;  Total (State) ;  Other retailing,Percent,Seasonally Adjusted,3
A3349282X,"Percentage change from preceding quarter ;  Total (State) ;  Cafes, restaurants and takeaway food services",Percent,Seasonally Adjusted,3
A3349270R,Percentage change from preceding quarter ;  Total (State) ;  Total (Industry),Percent,Seasonally Adjusted,3
A3349302W,Percentage change from preceding quarter ;  Total (State) ;  Food retailing,Percent,Trend,3
A3349304A,Percentage change from preceding quarter ;  Total (State) ;  Household goods retailing,Percent,Trend,3
A3349306F,"Percentage change from preceding quarter ;  Total (State) ;  Clothing, footwear and personal accessory retailing",Percent,Trend,3
A3349308K,Percentage change from preceding quarter ;  Total (State) ;  Department stores,Percent,Trend,3
A3349310W,Percentage change from preceding quarter ;  Total (State) ;  Other retailing,Percent,Trend,3
A3349312A,"Percentage change from preceding quarter ;  Total (State) ;  Cafes, restaurants and takeaway food services",Percent,Trend,3
A3349300T,Percentage change from preceding quarter ;  Total (State) ;  Total (Industry),Percent,Trend,3
A3349253L,Turnover - Chain Volume Measure ;  New South Wales ;  Total (Industry),$ Millions,Original,3
A3349255T,Turnover - Chain Volume Measure ;  Victoria ;  Total (Industry),$ Millions,Original,3
A3349257W,Turnover - Chain Volume Measure ;  Queensland ;  Total (Industry),$ Millions,Original,3
A3349259A,Turnover - Chain Volume Measure ;  South Australia ;  Total (Industry),$ Millions,Original,3
A3349261L,Turnover - Chain Volume Measure ;  Western Australia ;  Total (Industry),$ Millions,Original,3
A3349263T,Turnover - Chain Volume Measure ;  Tasmania ;  Total (Industry),$ Millions,Original,3
A3349265W,Turnover - Chain Volume Measure ;  Northern Territory ;  Total (Industry),$ Millions,Original,3
A3349267A,Turnover - Chain Volume Measure ;  Australian Capital Territory ;  Total (Industry),$ Millions,Original,3
A3349283A,Turnover - Chain Volume Measure ;  New South Wales ;  Total (Industry),$ Millions,Seasonally Adjusted,3
A3349285F,Turnover - Chain Volume Measure ;  Victoria ;  Total (Industry),$ Millions,Seasonally Adjusted,3
A3349287K,Turnover - Chain Volume Measure ;  Queensland ;  Total (Industry),$ Millions,Seasonally Adjusted,3
A3349289R,Turnover - Chain Volume Measure ;  South Australia ;  Total (Industry),$ Millions,Seasonally Adjusted,3
A3349291A,Turnover - Chain Volume Measure ;  Western Australia ;  Total (Industry),$ Millions,Seasonally Adjusted,3
A3349293F,Turnover - Chain Volume Measure ;  Tasmania ;  Total (Industry),$ Millions,Seasonally Adjusted,3
A3349295K,Turnover - Chain Volume Measure ;  Northern Territory ;  Total (Industry),$ Millions,Seasonally Adjusted,3
A3349297R,Turnover - Chain Volume Measure ;  Australian Capital Territory ;  Total (Industry),$ Millions,Seasonally Adjusted,3
A3349313C,Turnover - Chain Volume Measure ;  New South Wales ;  Total (Industry),$ Millions,Trend,3
A3349315J,Turnover - Chain Volume Measure ;  Victoria ;  Total (Industry),$ Millions,Trend,3
A3349317L,Turnover - Chain Volume Measure ;  Queensland ;  Total (Industry),$ Millions,Trend,3
A3349319T,Turnover - Chain Volume Measure ;  South Australia ;  Total (Industry),$ Millions,Trend,3
A3349321C,Turnover - Chain Volume Measure ;  Western Australia ;  Total (Industry),$ Millions,Trend,3
A3349323J,Turnover - Chain Volume Measure ;  Tasmania ;  Total (Industry),$ Millions,Trend,3
A3349325L,Turnover - Chain Volume Measure ;  Northern Territory ;  Total (Industry),$ Millions,Trend,3
A3349327T,Turnover - Chain Volume Measure ;  Australian Capital Territory ;  Total (Industry),$ Millions,Trend,3
A3349254R,Percentage change from preceding quarter ;  New South Wales ;  Total (Industry),Percent,Original,3
A3349256V,Percentage change from preceding quarter ;  Victoria ;  Total (Industry),Percent,Original,3
A3349258X,Percentage change from preceding quarter ;  Queensland ;  Total (Industry),Percent,Original,3
A3349260K,Percentage change from preceding quarter ;  South Australia ;  Total (Industry),Percent,Original,3
A3349262R,Percentage change from preceding quarter ;  Western Australia ;  Total (Industry),Percent,Original,3
A3349264V,Percentage change from preceding quarter ;  Tasmania ;  Total (Industry),Percent,Original,3
A3349266X,Percentage change from preceding quarter ;  Northern Territory ;  Total (Industry),Percent,Original,3
A3349268C,Percentage change from preceding quarter ;  Australian Capital Territory ;  Total (Industry),Percent,Original,3
A3349284C,Percentage change from preceding quarter ;  New South Wales ;  Total (Industry),Percent,Seasonally Adjusted,3
A3349286J,Percentage change from preceding quarter ;  Victoria ;  Total (Industry),Percent,Seasonally Adjusted,3
A3349288L,Percentage change from preceding quarter ;  Queensland ;  Total (Industry),Percent,Seasonally Adjusted,3
A3349290X,Percentage change from preceding quarter ;  South Australia ;  Total (Industry),Percent,Seasonally Adjusted,3
A3349292C,Percentage change from preceding quarter ;  Western Australia ;  Total (Industry),Percent,Seasonally Adjusted,3
A3349294J,Percentage change from preceding quarter ;  Tasmania ;  Total (Industry),Percent,Seasonally Adjusted,3
A3349296L,Percentage change from preceding quarter ;  Northern Territory ;  Total (Industry),Percent,Seasonally Adjusted,3
A3349298T,Percentage change from preceding quarter ;  Australian Capital Territory ;  Total (Industry),Percent,Seasonally Adjusted,3
A3349314F,Percentage change from preceding quarter ;  New South Wales ;  Total (Industry),Percent,Trend,3
A3349316K,Percentage change from preceding quarter ;  Victoria ;  Total (Industry),Percent,Trend,3
A3349318R,Percentage change from preceding quarter ;  Queensland ;  Total (Industry),Percent,Trend,3
A3349320A,Percentage change from preceding quarter ;  South Australia ;  Total (Industry),Percent,Trend,3
A3349322F,Percentage change from preceding quarter ;  Western Australia ;  Total (Industry),Percent,Trend,3
A3349324K,Percentage change from preceding quarter ;  Tasmania ;  Total (Industry),Percent,Trend,3
A3349326R,Percentage change from preceding quarter ;  Northern Territory ;  Total (Industry),Percent,Trend,3
A3349328V,Percentage change from preceding quarter ;  Australian Capital Territory ;  Total (Industry),Percent,Trend,3
A3349335T,Turnover ;  New South Wales ;  Supermarket and grocery stores,$ Millions,Original,1
A3349627V,Turnover ;  New South Wales ;  Liquor retailing,$ Millions,Original,1
A3349338X,Turnover ;  New South Wales ;  Other specialised food retailing,$ Millions,Original,1
A3349398A,Turnover ;  New South Wales ;  Food retailing,$ Millions,Original,1
A3349468W,"Turnover ;  New South Wales ;  Furniture, floor coverings, houseware and textile goods retailing",$ Millions,Original,1
A3349336V,Turnover ;  New South Wales ;  Electrical and electronic goods retailing,$ Millions,Original,1
A3349337W,"Turnover ;  New South Wales ;  Hardware, building and garden supplies retailing",$ Millions,Original,1
A3349397X,Turnover ;  New South Wales ;  Household goods retailing,$ Millions,Original,1
A3349399C,Turnover ;  New South Wales ;  Clothing retailing,$ Millions,Original,1
A3349874C,Turnover ;  New South Wales ;  Footwear and other personal accessory retailing,$ Millions,Original,1
A3349871W,"Turnover ;  New South Wales ;  Clothing, footwear and personal accessory retailing",$ Millions,Original,1
A3349790V,Turnover ;  New South Wales ;  Department stores,$ Millions,Original,1
A3349556W,Turnover ;  New South Wales ;  Newspaper and book retailing,$ Millions,Original,1
A3349791W,Turnover ;  New South Wales ;  Other recreational goods retailing,$ Millions,Original,1
A3349401C,"Turnover ;  New South Wales ;  Pharmaceutical, cosmetic and toiletry goods retailing",$ Millions,Original,1
A3349873A,Turnover ;  New South Wales ;  Other retailing n.e.c.,$ Millions,Original,1
A3349872X,Turnover ;  New South Wales ;  Other retailing,$ Millions,Original,1
A3349709X,"Turnover ;  New South Wales ;  Cafes, restaurants and catering services",$ Millions,Original,1
A3349792X,Turnover ;  New South Wales ;  Takeaway food services,$ Millions,Original,1
A3349789K,"Turnover ;  New South Wales ;  Cafes, restaurants and takeaway food services",$ Millions,Original,1
A3349555V,Turnover ;  New South Wales ;  Total (Industry),$ Millions,Original,1
A3349565X,Turnover ;  Victoria ;  Supermarket and grocery stores,$ Millions,Original,1
A3349414R,Turnover ;  Victoria ;  Liquor retailing,$ Millions,Original,1
A3349799R,Turnover ;  Victoria ;  Other specialised food retailing,$ Millions,Original,1
A3349642T,Turnover ;  Victoria ;  Food retailing,$ Millions,Original,1
A3349413L,"Turnover ;  Victoria ;  Furniture, floor coverings, houseware and textile goods retailing",$ Millions,Original,1
A3349564W,Turnover ;  Victoria ;  Electrical and electronic goods retailing,$ Millions,Original,1
A3349416V,"Turnover ;  Victoria ;  Hardware, building and garden supplies retailing",$ Millions,Original,1
A3349643V,Turnover ;  Victoria ;  Household goods retailing,$ Millions,Original,1
A3349483V,Turnover ;  Victoria ;  Clothing retailing,$ Millions,Original,1
A3349722T,Turnover ;  Victoria ;  Footwear and other personal accessory retailing,$ Millions,Original,1
A3349727C,"Turnover ;  Victoria ;  Clothing, footwear and personal accessory retailing",$ Millions,Original,1
A3349641R,Turnover ;  Victoria ;  Department stores,$ Millions,Original,1
A3349639C,Turnover ;  Victoria ;  Newspaper and book retailing,$ Millions,Original,1
A3349415T,Turnover ;  Victoria ;  Other recreational goods retailing,$ Millions,Original,1
A3349349F,"Turnover ;  Victoria ;  Pharmaceutical, cosmetic and toiletry goods retailing",$ Millions,Original,1
A3349563V,Turnover ;  Victoria ;  Other retailing n.e.c.,$ Millions,Original,1
A3349350R,Turnover ;  Victoria ;  Other retailing,$ Millions,Original,1
A3349640L,"Turnover ;  Victoria ;  Cafes, restaurants and catering services",$ Millions,Original,1
A3349566A,Turnover ;  Victoria ;  Takeaway food services,$ Millions,Original,1
A3349417W,"Turnover ;  Victoria ;  Cafes, restaurants and takeaway food services",$ Millions,Original,1
A3349352V,Turnover ;  Victoria ;  Total (Industry),$ Millions,Original,1
A3349882C,Turnover ;  Queensland ;  Supermarket and grocery stores,$ Millions,Original,1
A3349561R,Turnover ;  Queensland ;  Liquor retailing,$ Millions,Original,1
A3349883F,Turnover ;  Queensland ;  Other specialised food retailing,$ Millions,Original,1
A3349721R,Turnover ;  Queensland ;  Food retailing,$ Millions,Original,1
A3349478A,"Turnover ;  Queensland ;  Furniture, floor coverings, houseware and textile goods retailing",$ Millions,Original,1
A3349637X,Turnover ;  Queensland ;  Electrical and electronic goods retailing,$ Millions,Original,1
A3349479C,"Turnover ;  Queensland ;  Hardware, building and garden supplies retailing",$ Millions,Original,1
A3349797K,Turnover ;  Queensland ;  Household goods retailing,$ Millions,Original,1
