series_id,name,units,type,month
A3531743T,"PRIMARY INCOME CREDITS, Investment income, Portfolio investment assets, Interest",$ Millions,Seasonally Adjusted,3
A3531759K,"PRIMARY INCOME CREDITS, Investment income, Other investment assets",$ Millions,Seasonally Adjusted,3
A3531741L,"PRIMARY INCOME CREDITS, Investment income, Reserve assets",$ Millions,Seasonally Adjusted,3
A83729163C,"PRIMARY INCOME CREDITS, Other primary income",$ Millions,Seasonally Adjusted,3
A3531794T,PRIMARY INCOME CREDITS,$ Millions,Trend,3
A3531806R,"PRIMARY INCOME CREDITS, Compensation of employees",$ Millions,Trend,3
A3531786T,"PRIMARY INCOME CREDITS, Investment income",$ Millions,Trend,3
A3531780C,"PRIMARY INCOME CREDITS, Investment income, Direct investment assets",$ Millions,Trend,3
A3531804K,"PRIMARY INCOME CREDITS, Investment income, Direct investment assets, Income on equity and investment fund shares",$ Millions,Trend,3
A3531779V,"PRIMARY INCOME CREDITS, Investment income, Direct investment assets, Interest",$ Millions,Trend,3
A3531798A,"PRIMARY INCOME CREDITS, Investment income, Portfolio investment assets",$ Millions,Trend,3
A3531790J,"PRIMARY INCOME CREDITS, Investment income, Portfolio investment assets, Investment income on equity and investment fund shares",$ Millions,Trend,3
A3531785R,"PRIMARY INCOME CREDITS, Investment income, Portfolio investment assets, Interest",$ Millions,Trend,3
A3531801C,"PRIMARY INCOME CREDITS, Investment income, Other investment assets",$ Millions,Trend,3
A3531783K,"PRIMARY INCOME CREDITS, Investment income, Reserve assets",$ Millions,Trend,3
A83729164F,"PRIMARY INCOME CREDITS, Other primary income",$ Millions,Trend,3
A3533765T,SECONDARY INCOME CREDITS,$ Millions,Original,3
A3533722T,"SECONDARY INCOME CREDITS, General government",$ Millions,Original,3
A3533996A,"SECONDARY INCOME CREDITS, Other sectors Â ",$ Millions,Original,3
A3533804W,"SECONDARY INCOME CREDITS, Other sectors, Personal transfers",$ Millions,Original,3
A3533825J,"SECONDARY INCOME CREDITS, Other sectors, Personal transfers, Workers' remittances",$ Millions,Original,3
A3533976T,"SECONDARY INCOME CREDITS, Other sectors, Other current transfers",$ Millions,Original,3
A3534048V,"SECONDARY INCOME CREDITS, Other sectors, Other current transfers, Non-life insurance premiums and claims",$ Millions,Original,3
A3533826K,"SECONDARY INCOME CREDITS, Other sectors, Other current transfers, Other",$ Millions,Original,3
A3529767V,PRIMARY INCOME DEBITS,$ Millions,Original,3
A3529765R,"PRIMARY INCOME DEBITS, Compensation of employees",$ Millions,Original,3
A3529768W,"PRIMARY INCOME DEBITS, Investment income",$ Millions,Original,3
A3529770J,"PRIMARY INCOME DEBITS, Investment income, Direct investment",$ Millions,Original,3
A3529865X,"PRIMARY INCOME DEBITS, Investment income, Direct investment, Income on equity and investment fund shares",$ Millions,Original,3
A3529870T,"PRIMARY INCOME DEBITS, Investment income, Direct investment, Income on equity and investment fund shares, Dividends and withdrawals from income of quasicorporations",$ Millions,Original,3
A3529717W,"PRIMARY INCOME DEBITS, Investment income, Direct investment, Income on equity and investment fund shares, Dividends and withdrawals from income of quasicorporations, Direct investor in direct investment enterprises",$ Millions,Original,3
A3529704K,"PRIMARY INCOME DEBITS, Investment income, Direct investment, Income on equity and investment fund shares, Dividends and withdrawals from income of quasicorporations, Direct investment enterprises in direct investor (reverse investment)",$ Millions,Original,3
A3529705L,"PRIMARY INCOME DEBITS, Investment income, Direct investment, Income on equity and investment fund shares, Dividends and withdrawals from income of quasicorporations, Between fellow enterprises",$ Millions,Original,3
A3529866A,"PRIMARY INCOME DEBITS, Investment income, Direct investment, Income on equity and investment fund shares, Reinvested earnings",$ Millions,Original,3
A3529718X,"PRIMARY INCOME DEBITS, Investment income, Direct investment, Interest",$ Millions,Original,3
A3529711J,"PRIMARY INCOME DEBITS, Investment income, Direct investment, Interest, Direct investor in direct investment enterprises",$ Millions,Original,3
A3529725W,"PRIMARY INCOME DEBITS, Investment income, Direct investment, Interest, Direct investment enterprises in direct investor (reverse investment)",$ Millions,Original,3
A3529732V,"PRIMARY INCOME DEBITS, Investment income, Direct investment, Interest, Between fellow enterprises",$ Millions,Original,3
A3529726X,"PRIMARY INCOME DEBITS, Investment income, Direct investment, Interest, Memorandum: FISIM",$ Millions,Original,3
A3529766T,"PRIMARY INCOME DEBITS, Investment income, Portfolio investment",$ Millions,Original,3
A3529769X,"PRIMARY INCOME DEBITS, Investment income, Portfolio investment, Investment income on equity and investment fund shares",$ Millions,Original,3
A3529714R,"PRIMARY INCOME DEBITS, Investment income, Portfolio investment, Investment income on equity and investment fund shares, Dividends on equity excluding investment fund shares",$ Millions,Original,3
A3529869J,"PRIMARY INCOME DEBITS, Investment income, Portfolio investment, Investment income on equity and investment fund shares, Investment income attributable to investment fund shareholders",$ Millions,Original,3
A3529868F,"PRIMARY INCOME DEBITS, Investment income, Portfolio investment, Investment income on equity and investment fund shares, Investment income attributable to investment fund shareholders, Dividends",$ Millions,Original,3
A3529867C,"PRIMARY INCOME DEBITS, Investment income, Portfolio investment, Investment income on equity and investment fund shares, Investment income attributable to investment fund shareholders, Reinvested earnings",$ Millions,Original,3
A3539290J,"PRIMARY INCOME DEBITS, Investment income, Portfolio investment, Investment income on equity and investment fund shares, General government",$ Millions,Original,3
A3539289X,"PRIMARY INCOME DEBITS, Investment income, Portfolio investment, Investment income on equity and investment fund shares, Depository corporations",$ Millions,Original,3
A3539291K,"PRIMARY INCOME DEBITS, Investment income, Portfolio investment, Investment income on equity and investment fund shares, Other sectors",$ Millions,Original,3
A3529701C,"PRIMARY INCOME DEBITS, Investment income, Portfolio investment, Interest",$ Millions,Original,3
A3529709W,"PRIMARY INCOME DEBITS, Investment income, Portfolio investment, Interest, Short-term",$ Millions,Original,3
A3529728C,"PRIMARY INCOME DEBITS, Investment income, Portfolio investment, Interest, Short-term, Central Bank",$ Millions,Original,3
A3529708V,"PRIMARY INCOME DEBITS, Investment income, Portfolio investment, Interest, Short-term, General government",$ Millions,Original,3
A3529702F,"PRIMARY INCOME DEBITS, Investment income, Portfolio investment, Interest, Short-term, Depository corporations",$ Millions,Original,3
A3529729F,"PRIMARY INCOME DEBITS, Investment income, Portfolio investment, Interest, Short-term, Other sectors",$ Millions,Original,3
A3529706R,"PRIMARY INCOME DEBITS, Investment income, Portfolio investment, Interest, Long-term",$ Millions,Original,3
A3529703J,"PRIMARY INCOME DEBITS, Investment income, Portfolio investment, Interest, Long-term, Central Bank",$ Millions,Original,3
A3529727A,"PRIMARY INCOME DEBITS, Investment income, Portfolio investment, Interest, Long-term, General government",$ Millions,Original,3
A3529721L,"PRIMARY INCOME DEBITS, Investment income, Portfolio investment, Interest, Long-term, Depository corporations",$ Millions,Original,3
A3529715T,"PRIMARY INCOME DEBITS, Investment income, Portfolio investment, Interest, Long-term, Other sectors",$ Millions,Original,3
A3529712K,"PRIMARY INCOME DEBITS, Investment income, Other investment",$ Millions,Original,3
A3529723T,"PRIMARY INCOME DEBITS, Investment income, Other investment, Withdrawals from income of quasicorporations",$ Millions,Original,3
A3529724V,"PRIMARY INCOME DEBITS, Investment income, Other investment, Interest",$ Millions,Original,3
A3539041V,"PRIMARY INCOME DEBITS, Investment income, Other investment, Interest, Memorandum: FISIM",$ Millions,Original,3
A3529720K,"PRIMARY INCOME DEBITS, Investment income, Other investment, Investment income attributable to policyholders in insurance, pension schemes, and standardised guarantee schemes",$ Millions,Original,3
A3529731T,"PRIMARY INCOME DEBITS, Investment income, Other investment, Central Bank",$ Millions,Original,3
A3529710F,"PRIMARY INCOME DEBITS, Investment income, Other investment, General government",$ Millions,Original,3
A3529707T,"PRIMARY INCOME DEBITS, Investment income, Other investment, Depository corporations",$ Millions,Original,3
A3539006L,"PRIMARY INCOME DEBITS, Investment income, Other investment, Other sectors",$ Millions,Original,3
A83728372F,"PRIMARY INCOME DEBITS, Other primary income",$ Millions,Original,3
A83728369T,"PRIMARY INCOME DEBITS, Other primary income, Rent",$ Millions,Original,3
A83728370A,"PRIMARY INCOME DEBITS, Other primary income, Taxes on production and imports",$ Millions,Original,3
A83728371C,"PRIMARY INCOME DEBITS, Other primary income, Subsidies",$ Millions,Original,3
A3531728V,PRIMARY INCOME DEBITS,$ Millions,Seasonally Adjusted,3
A3531724K,"PRIMARY INCOME DEBITS, Compensation of employees",$ Millions,Seasonally Adjusted,3
A3531734R,"PRIMARY INCOME DEBITS, Investment income",$ Millions,Seasonally Adjusted,3
A3531760V,"PRIMARY INCOME DEBITS, Investment income, Direct investment liabilities",$ Millions,Seasonally Adjusted,3
A3531732K,"PRIMARY INCOME DEBITS, Investment income, Direct investment liabilities, Income on equity and investment fund shares",$ Millions,Seasonally Adjusted,3
A3531755A,"PRIMARY INCOME DEBITS, Investment income, Direct investment liabilities, Interest",$ Millions,Seasonally Adjusted,3
A3531730F,"PRIMARY INCOME DEBITS, Investment income, Portfolio investment liabilities",$ Millions,Seasonally Adjusted,3
A3531750R,"PRIMARY INCOME DEBITS, Investment income, Portfolio investment liabilities, Investment income on equity and investment fund shares",$ Millions,Seasonally Adjusted,3
A3531727T,"PRIMARY INCOME DEBITS, Investment income, Portfolio investment liabilities, Interest",$ Millions,Seasonally Adjusted,3
A3531747A,"PRIMARY INCOME DEBITS, Investment income, Other investment liabilities",$ Millions,Seasonally Adjusted,3
A83729165J,"PRIMARY INCOME DEBITS, Other primary income",$ Millions,Seasonally Adjusted,3
A3531770X,PRIMARY INCOME DEBITS,$ Millions,Trend,3
A3531766J,"PRIMARY INCOME DEBITS, Compensation of employees",$ Millions,Trend,3
A3531776L,"PRIMARY INCOME DEBITS, Investment income",$ Millions,Trend,3
A3531802F,"PRIMARY INCOME DEBITS, Investment income, Direct investment liabilities",$ Millions,Trend,3
A3531774J,"PRIMARY INCOME DEBITS, Investment income, Direct investment liabilities, Income on equity and investment fund shares",$ Millions,Trend,3
A3531797X,"PRIMARY INCOME DEBITS, Investment income, Direct investment liabilities, Interest",$ Millions,Trend,3
A3531772C,"PRIMARY INCOME DEBITS, Investment income, Portfolio investment liabilities",$ Millions,Trend,3
A3531792L,"PRIMARY INCOME DEBITS, Investment income, Portfolio investment liabilities, Investment income on equity and investment fund shares",$ Millions,Trend,3
A3531769R,"PRIMARY INCOME DEBITS, Investment income, Portfolio investment liabilities, Interest",$ Millions,Trend,3
A3531789X,"PRIMARY INCOME DEBITS, Investment income, Other investment liabilities",$ Millions,Trend,3
A83729166K,"PRIMARY INCOME DEBITS, Other primary income",$ Millions,Trend,3
A3533950V,SECONDARY INCOME DEBITS,$ Millions,Original,3
A3533895R,"SECONDARY INCOME DEBITS, General government",$ Millions,Original,3
A3533827L,"SECONDARY INCOME DEBITS, Other sectors Â ",$ Millions,Original,3
A3533783W,"SECONDARY INCOME DEBITS, Other sectors, Personal transfers",$ Millions,Original,3
A3534020T,"SECONDARY INCOME DEBITS, Other sectors, Personal transfers, Workers' remittances",$ Millions,Original,3
A3533702J,"SECONDARY INCOME DEBITS, Other sectors, Other current transfers",$ Millions,Original,3
A3533997C,"SECONDARY INCOME DEBITS, Other sectors, Other current transfers, Non-life insurance premiums and claims",$ Millions,Original,3
A3533784X,"SECONDARY INCOME DEBITS, Other sectors, Other current transfers, Other",$ Millions,Original,3
A3535359W,CAPITAL ACCOUNT,$ Millions,Original,3
A3533999J,CAPITAL ACCOUNT CREDITS,$ Millions,Original,3
A3534021V,"CAPITAL ACCOUNT CREDITS, Acquisitions/disposals of non-produced non-financial assets",$ Millions,Original,3
A3534050F,"CAPITAL ACCOUNT CREDITS, Capital transfers",$ Millions,Original,3
A3533873A,"CAPITAL ACCOUNT CREDITS, General government",$ Millions,Original,3
A3533746K,"CAPITAL ACCOUNT CREDITS, General government, Debt forgiveness",$ Millions,Original,3
A3533977V,"CAPITAL ACCOUNT CREDITS, General government, Other capital transfers",$ Millions,Original,3
A3533828R,"CAPITAL ACCOUNT CREDITS, Other sectors",$ Millions,Original,3
A3533766V,"CAPITAL ACCOUNT CREDITS, Other sectors, Debt forgiveness",$ Millions,Original,3
A3533805X,"CAPITAL ACCOUNT CREDITS, Other sectors, Other capital transfers",$ Millions,Original,3
A3533806A,CAPITAL ACCOUNT DEBITS,$ Millions,Original,3
A3533767W,"CAPITAL ACCOUNT DEBITS, Acquisitions/disposals of non-produced non-financial assets",$ Millions,Original,3
A3533896T,"CAPITAL ACCOUNT DEBITS, Capital transfers",$ Millions,Original,3
A3533951W,"CAPITAL ACCOUNT DEBITS, General government",$ Millions,Original,3
A3534051J,"CAPITAL ACCOUNT DEBITS, General government, Debt forgiveness",$ Millions,Original,3
A3533922K,"CAPITAL ACCOUNT DEBITS, General government, Other capital transfers",$ Millions,Original,3
A3533723V,"CAPITAL ACCOUNT DEBITS, Other sectors",$ Millions,Original,3
A3533923L,"CAPITAL ACCOUNT DEBITS, Other sectors, Debt forgiveness",$ Millions,Original,3
A3534000J,"CAPITAL ACCOUNT DEBITS, Other sectors, Other capital transfers",$ Millions,Original,3
A3534586C,DIRECT INVESTMENT,$ Millions,Original,3
A3534581T,"DIRECT INVESTMENT, Assets",$ Millions,Original,3
A3534587F,"DIRECT INVESTMENT, Assets, Equity and investment fund shares",$ Millions,Original,3
A3534245F,"DIRECT INVESTMENT, Assets, Equity and investment fund shares, Equity other than reinvestment of earnings",$ Millions,Original,3
A3534148C,"DIRECT INVESTMENT, Assets, Equity and investment fund shares, Equity other than reinvestment of earnings, Direct investor in direct investment enterprises",$ Millions,Original,3
A3534182J,"DIRECT INVESTMENT, Assets, Equity and investment fund shares, Equity other than reinvestment of earnings, Direct investment enterprises in direct investor (reverse investment)",$ Millions,Original,3
A3534062R,"DIRECT INVESTMENT, Assets, Equity and investment fund shares, Equity other than reinvestment of earnings, Between fellow enterprises",$ Millions,Original,3
A3534612W,"DIRECT INVESTMENT, Assets, Equity and investment fund shares, Reinvestment of earnings",$ Millions,Original,3
A3534114F,"DIRECT INVESTMENT, Assets, Debt instruments",$ Millions,Original,3
A3534137W,"DIRECT INVESTMENT, Assets, Debt instruments, Direct investor claims on direct investment enterprises",$ Millions,Original,3
A3534225W,"DIRECT INVESTMENT, Assets, Debt instruments, Direct investment enterprises claims on direct investor (reverse investment)",$ Millions,Original,3
A3534132K,"DIRECT INVESTMENT, Assets, Debt instruments, Between fellow enterprises",$ Millions,Original,3
A3534588J,"DIRECT INVESTMENT, Liabilities",$ Millions,Original,3
A3534577A,"DIRECT INVESTMENT, Liabilities, Equity and investment fund shares",$ Millions,Original,3
A3534097R,"DIRECT INVESTMENT, Liabilities, Equity and investment fund shares, Equity other than reinvestment of earnings",$ Millions,Original,3
A3534175K,"DIRECT INVESTMENT, Liabilities, Equity and investment fund shares, Equity other than reinvestment of earnings, Direct investment enterprises to direct investor",$ Millions,Original,3
A3534107J,"DIRECT INVESTMENT, Liabilities, Equity and investment fund shares, Equity other than reinvestment of earnings, Direct investor to direct investment enterprises (reverse investment)",$ Millions,Original,3
A3534089R,"DIRECT INVESTMENT, Liabilities, Equity and investment fund shares, Equity other than reinvestment of earnings, Between fellow enterprises",$ Millions,Original,3
A3534611V,"DIRECT INVESTMENT, Liabilities, Equity and investment fund shares, Reinvestment of earnings",$ Millions,Original,3
A3534213L,"DIRECT INVESTMENT, Liabilities, Debt instruments",$ Millions,Original,3
A3534186T,"DIRECT INVESTMENT, Liabilities, Debt instruments, Direct investment enterprises liabilities to direct investor",$ Millions,Original,3
A3534275V,"DIRECT INVESTMENT, Liabilities, Debt instruments, Direct investor liabilities to direct investment enterprises (reverse investment)",$ Millions,Original,3
A3534300K,"DIRECT INVESTMENT, Liabilities, Debt instruments, Between fellow enterprises",$ Millions,Original,3
A3538779W,PORTFOLIO INVESTMENT,$ Millions,Original,3
A3534590V,"PORTFOLIO INVESTMENT, Assets",$ Millions,Original,3
A3534582V,"PORTFOLIO INVESTMENT, Assets, Equity and investment fund shares",$ Millions,Original,3
A3534573T,"PORTFOLIO INVESTMENT, Assets, Equity and investment fund shares, Central bank",$ Millions,Original,3
A3534574V,"PORTFOLIO INVESTMENT, Assets, Equity and investment fund shares, Deposit-taking corporations, except the central bank",$ Millions,Original,3
A3534580R,"PORTFOLIO INVESTMENT, Assets, Equity and investment fund shares, General government",$ Millions,Original,3
A3538776R,"PORTFOLIO INVESTMENT, Assets, Equity and investment fund shares, Other sectors",$ Millions,Original,3
A3534579F,"PORTFOLIO INVESTMENT, Assets, Equity and investment fund shares, Other sectors, Other financial corporations",$ Millions,Original,3
A3534578C,"PORTFOLIO INVESTMENT, Assets, Equity and investment fund shares, Other sectors, Nonfinancial corporations, households, and NPISHs",$ Millions,Original,3
A3534149F,"PORTFOLIO INVESTMENT, Assets, Debt securities",$ Millions,Original,3
A3534309F,"PORTFOLIO INVESTMENT, Assets, Debt securities, Central bank",$ Millions,Original,3
A3534255K,"PORTFOLIO INVESTMENT, Assets, Debt securities, Central bank, Short-term",$ Millions,Original,3
A3534121C,"PORTFOLIO INVESTMENT, Assets, Debt securities, Central bank, Long-term",$ Millions,Original,3
A3534306X,"PORTFOLIO INVESTMENT, Assets, Debt securities, Deposit-taking corporations, except the central bank",$ Millions,Original,3
A3534133L,"PORTFOLIO INVESTMENT, Assets, Debt securities, Deposit-taking corporations, except the central bank, Short-term",$ Millions,Original,3
A3534115J,"PORTFOLIO INVESTMENT, Assets, Debt securities, Deposit-taking corporations, except the central bank, Long-term",$ Millions,Original,3
A3534144V,"PORTFOLIO INVESTMENT, Assets, Debt securities, General government",$ Millions,Original,3
A3534108K,"PORTFOLIO INVESTMENT, Assets, Debt securities, General government, Short-term",$ Millions,Original,3
A3534075A,"PORTFOLIO INVESTMENT, Assets, Debt securities, General government, Long-term",$ Millions,Original,3
A3538300J,"PORTFOLIO INVESTMENT, Assets, Debt securities, Other sectors",$ Millions,Original,3
A3538286X,"PORTFOLIO INVESTMENT, Assets, Debt securities, Other sectors, Short-term",$ Millions,Original,3
A3538281L,"PORTFOLIO INVESTMENT, Assets, Debt securities, Other sectors, Long-term",$ Millions,Original,3
A3534098T,"PORTFOLIO INVESTMENT, Assets, Debt securities, Other sectors, Other financial corporations",$ Millions,Original,3
A3534296F,"PORTFOLIO INVESTMENT, Assets, Debt securities, Other sectors, Other financial corporations, Short-term",$ Millions,Original,3
A3534069F,"PORTFOLIO INVESTMENT, Assets, Debt securities, Other sectors, Other financial corporations, Long-term",$ Millions,Original,3
A3534101V,"PORTFOLIO INVESTMENT, Assets, Debt securities, Other sectors, Nonfinancial corporations, households, and NPISHs",$ Millions,Original,3
A3534138X,"PORTFOLIO INVESTMENT, Assets, Debt securities, Other sectors, Nonfinancial corporations, households, and NPISHs, Short-term",$ Millions,Original,3
A3534194T,"PORTFOLIO INVESTMENT, Assets, Debt securities, Other sectors, Nonfinancial corporations, households, and NPISHs, Long-term",$ Millions,Original,3
A3534576X,"PORTFOLIO INVESTMENT, Liabilities",$ Millions,Original,3
A3534585A,"PORTFOLIO INVESTMENT, Liabilities, Equity and investment fund shares",$ Millions,Original,3
A3534583W,"PORTFOLIO INVESTMENT, Liabilities, Equity and investment fund shares, Deposit-taking corporations, except the central bank",$ Millions,Original,3
A3538775L,"PORTFOLIO INVESTMENT, Liabilities, Equity and investment fund shares, Other sectors",$ Millions,Original,3
A3534575W,"PORTFOLIO INVESTMENT, Liabilities, Equity and investment fund shares, Other sectors, Other financial corporations",$ Millions,Original,3
A3534589K,"PORTFOLIO INVESTMENT, Liabilities, Equity and investment fund shares, Other sectors, Nonfinancial corporations, households, and NPISHs",$ Millions,Original,3
A3534077F,"PORTFOLIO INVESTMENT, Liabilities, Debt securities",$ Millions,Original,3
A3534281R,"PORTFOLIO INVESTMENT, Liabilities, Debt securities, Central bank",$ Millions,Original,3
A3534263K,"PORTFOLIO INVESTMENT, Liabilities, Debt securities, Central bank, Short-term",$ Millions,Original,3
A3534082X,"PORTFOLIO INVESTMENT, Liabilities, Debt securities, Central bank, Long-term",$ Millions,Original,3
A3534310R,"PORTFOLIO INVESTMENT, Liabilities, Debt securities, Deposit-taking corporations, except the central bank",$ Millions,Original,3
A3534053L,"PORTFOLIO INVESTMENT, Liabilities, Debt securities, Deposit-taking corporations, except the central bank, Short-term",$ Millions,Original,3
A3534226X,"PORTFOLIO INVESTMENT, Liabilities, Debt securities, Deposit-taking corporations, except the central bank, Long-term",$ Millions,Original,3
A3534070R,"PORTFOLIO INVESTMENT, Liabilities, Debt securities, General government",$ Millions,Original,3
A3534159K,"PORTFOLIO INVESTMENT, Liabilities, Debt securities, General government, Short-term",$ Millions,Original,3
A3534257R,"PORTFOLIO INVESTMENT, Liabilities, Debt securities, General government, Long-term",$ Millions,Original,3
A3538279A,"PORTFOLIO INVESTMENT, Liabilities, Debt securities, Other sectors",$ Millions,Original,3
A3538307X,"PORTFOLIO INVESTMENT, Liabilities, Debt securities, Other sectors, Short-term",$ Millions,Original,3
A3538292V,"PORTFOLIO INVESTMENT, Liabilities, Debt securities, Other sectors, Long-term",$ Millions,Original,3
A3534292W,"PORTFOLIO INVESTMENT, Liabilities, Debt securities, Other sectors, Other financial corporations",$ Millions,Original,3
A3534267V,"PORTFOLIO INVESTMENT, Liabilities, Debt securities, Other sectors, Other financial corporations, Short-term",$ Millions,Original,3
A3534227A,"PORTFOLIO INVESTMENT, Liabilities, Debt securities, Other sectors, Other financial corporations, Long-term",$ Millions,Original,3
A3534071T,"PORTFOLIO INVESTMENT, Liabilities, Debt securities, Other sectors, Nonfinancial corporations, households, and NPISHs",$ Millions,Original,3
A3534190J,"PORTFOLIO INVESTMENT, Liabilities, Debt securities, Other sectors, Nonfinancial corporations, households, and NPISHs, Short-term",$ Millions,Original,3
A3534258T,"PORTFOLIO INVESTMENT, Liabilities, Debt securities, Other sectors, Nonfinancial corporations, households, and NPISHs, Long-term",$ Millions,Original,3
A3534270J,FINANCIAL DERIVATIVES,$ Millions,Original,3
A3534171A,"FINANCIAL DERIVATIVES, Assets",$ Millions,Original,3
A3534078J,"FINANCIAL DERIVATIVES, Assets, Central bank",$ Millions,Original,3
A3534079K,"FINANCIAL DERIVATIVES, Assets, Deposit-taking corporations, except the central bank",$ Millions,Original,3
A3534311T,"FINANCIAL DERIVATIVES, Assets, General government",$ Millions,Original,3
A3538306W,"FINANCIAL DERIVATIVES, Assets, Other sectors",$ Millions,Original,3
A3534176L,"FINANCIAL DERIVATIVES, Assets, Other sectors, Other financial corporations",$ Millions,Original,3
A3534168L,"FINANCIAL DERIVATIVES, Assets, Other sectors, Nonfinancial corporations, households, and NPISHs",$ Millions,Original,3
A3534094J,"FINANCIAL DERIVATIVES, Liabilities",$ Millions,Original,3
A3534139A,"FINANCIAL DERIVATIVES, Liabilities, Central bank",$ Millions,Original,3
A3534099V,"FINANCIAL DERIVATIVES, Liabilities, Deposit-taking corporations, except the central bank",$ Millions,Original,3
A3534165F,"FINANCIAL DERIVATIVES, Liabilities, General government",$ Millions,Original,3
A3538302L,"FINANCIAL DERIVATIVES, Liabilities, Other sectors",$ Millions,Original,3
A3534251A,"FINANCIAL DERIVATIVES, Liabilities, Other sectors, Other financial corporations",$ Millions,Original,3
A3534301L,"FINANCIAL DERIVATIVES, Liabilities, Other sectors, Nonfinancial corporations, households, and NPISHs",$ Millions,Original,3
A3534259V,OTHER INVESTMENT,$ Millions,Original,3
A3534246J,"OTHER INVESTMENT, Assets",$ Millions,Original,3
A3534134R,"OTHER INVESTMENT, Assets, Other equity",$ Millions,Original,3
A3534217W,"OTHER INVESTMENT, Assets, Currency and deposits",$ Millions,Original,3
A3534156C,"OTHER INVESTMENT, Assets, Currency and deposits, Central bank",$ Millions,Original,3
A3534059A,"OTHER INVESTMENT, Assets, Currency and deposits, Central bank, Short-term",$ Millions,Original,3
A3534220K,"OTHER INVESTMENT, Assets, Currency and deposits, Central bank, Long-term",$ Millions,Original,3
A3534160V,"OTHER INVESTMENT, Assets, Currency and deposits, Deposit-taking corporations, except the central bank",$ Millions,Original,3
A3534286A,"OTHER INVESTMENT, Assets, Currency and deposits, Deposit-taking corporations, except the central bank, Short-term",$ Millions,Original,3
A3534187V,"OTHER INVESTMENT, Assets, Currency and deposits, Deposit-taking corporations, except the central bank, Long-term",$ Millions,Original,3
A3534287C,"OTHER INVESTMENT, Assets, Currency and deposits, General government",$ Millions,Original,3
A3534072V,"OTHER INVESTMENT, Assets, Currency and deposits, General government, Short-term",$ Millions,Original,3
A3534166J,"OTHER INVESTMENT, Assets, Currency and deposits, General government, Long-term",$ Millions,Original,3
A3538303R,"OTHER INVESTMENT, Assets, Currency and deposits, Other sectors",$ Millions,Original,3
A3538301K,"OTHER INVESTMENT, Assets, Currency and deposits, Other sectors, Short-term",$ Millions,Original,3
A3538299K,"OTHER INVESTMENT, Assets, Currency and deposits, Other sectors, Long-term",$ Millions,Original,3
A3534172C,"OTHER INVESTMENT, Assets, Currency and deposits, Other sectors, Other financial corporations",$ Millions,Original,3
A3534063T,"OTHER INVESTMENT, Assets, Currency and deposits, Other sectors, Other financial corporations, Short-term",$ Millions,Original,3
A3534203J,"OTHER INVESTMENT, Assets, Currency and deposits, Other sectors, Other financial corporations, Long-term",$ Millions,Original,3
A3534122F,"OTHER INVESTMENT, Assets, Currency and deposits, Other sectors, Nonfinancial corporations, households, and NPISHs",$ Millions,Original,3
A3534196W,"OTHER INVESTMENT, Assets, Currency and deposits, Other sectors, Nonfinancial corporations, households, and NPISHs, Short-term",$ Millions,Original,3
A3534221L,"OTHER INVESTMENT, Assets, Currency and deposits, Other sectors, Nonfinancial corporations, households, and NPISHs, Long-term",$ Millions,Original,3
A3534102W,"OTHER INVESTMENT, Assets, Loans",$ Millions,Original,3
A3534109L,"OTHER INVESTMENT, Assets, Loans, Central bank",$ Millions,Original,3
A3534228C,"OTHER INVESTMENT, Assets, Loans, Central bank, Short-term",$ Millions,Original,3
A3534240V,"OTHER INVESTMENT, Assets, Loans, Central bank, Long-term",$ Millions,Original,3
A3534264L,"OTHER INVESTMENT, Assets, Loans, Deposit-taking corporations, except the central bank",$ Millions,Original,3
A3534169R,"OTHER INVESTMENT, Assets, Loans, Deposit-taking corporations, except the central bank, Short-term",$ Millions,Original,3
A3534207T,"OTHER INVESTMENT, Assets, Loans, Deposit-taking corporations, except the central bank, Long-term",$ Millions,Original,3
A3534288F,"OTHER INVESTMENT, Assets, Loans, General government",$ Millions,Original,3
A3534145W,"OTHER INVESTMENT, Assets, Loans, General government, Short-term",$ Millions,Original,3
A3534229F,"OTHER INVESTMENT, Assets, Loans, General government, Long-term",$ Millions,Original,3
A3538295A,"OTHER INVESTMENT, Assets, Loans, Other sectors",$ Millions,Original,3
A3538287A,"OTHER INVESTMENT, Assets, Loans, Other sectors, Short-term",$ Millions,Original,3
A3538284V,"OTHER INVESTMENT, Assets, Loans, Other sectors, Long-term",$ Millions,Original,3
A3534080V,"OTHER INVESTMENT, Assets, Loans, Other sectors, Other financial corporations",$ Millions,Original,3
A3534307A,"OTHER INVESTMENT, Assets, Loans, Other sectors, Other financial corporations, Short-term",$ Millions,Original,3
A3534200A,"OTHER INVESTMENT, Assets, Loans, Other sectors, Other financial corporations, Long-term",$ Millions,Original,3
A3534252C,"OTHER INVESTMENT, Assets, Loans, Other sectors, Nonfinancial corporations, households, and NPISHs",$ Millions,Original,3
A3534123J,"OTHER INVESTMENT, Assets, Loans, Other sectors, Nonfinancial corporations, households, and NPISHs, Short-term",$ Millions,Original,3
A3534184L,"OTHER INVESTMENT, Assets, Loans, Other sectors, Nonfinancial corporations, households, and NPISHs, Long-term",$ Millions,Original,3
A3534152V,"OTHER INVESTMENT, Assets, Insurance, pension, and standardised guarantee schemes",$ Millions,Original,3
A3534157F,"OTHER INVESTMENT, Assets, Insurance, pension, and standardised guarantee schemes, Central bank",$ Millions,Original,3
